version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
v1.0,2010-04-22,1271978111,0,0,87,623,0,0,8,55,0,0,3,15
1.1.4-lastest,2011-11-14,1321287860,0,0,79,527,0,0,16,230,0,0,3,15
1.1.5-extend_patch,2011-12-14,1323818575,0,0,79,527,0,0,16,230,0,0,3,15
v1.3.0,2012-03-10,1331408187,0,0,72,466,0,0,23,385,0,0,4,20
v1.3.1,2012-10-18,1350544225,0,0,70,470,0,0,25,410,0,0,4,20
v1.3.2,2012-12-28,1356733810,0,0,66,500,0,0,27,450,0,0,7,35
v1.3.3,2012-12-30,1356860149,0,0,66,500,0,0,27,450,0,0,7,35
v1.4.0,2013-06-05,1370463467,0,0,58,440,0,0,34,560,0,0,8,40
v1.4.0-b1,2013-03-08,1362730978,0,0,58,440,0,0,34,560,0,0,8,40
v1.4.0-b2,2013-03-18,1363609434,0,0,58,440,0,0,34,560,0,0,8,40
v1.4.0-b3,2013-04-30,1367332592,0,0,58,440,0,0,34,560,0,0,8,40
v1.4.0-b4,2013-05-04,1367648317,0,0,58,440,0,0,34,560,0,0,8,40
v1.6.0,2014-01-01,1388597379,0,0,48,400,0,0,34,530,0,0,18,90
v1.6.1,2014-01-12,1389527888,0,0,48,400,0,0,34,530,0,0,18,90
v1.6.2,2014-02-02,1391366219,0,0,47,375,0,0,32,490,0,0,21,105
v1.6.3,2014-02-08,1391878277,0,0,47,375,0,0,32,490,0,0,21,105
v1.7.0,2014-02-27,1393532188,0,0,47,375,0,0,31,470,0,0,22,110
v2.2.0,2015-01-04,1420372079,0,0,48,380,0,0,31,455,0,0,21,105
v2.3.0,2015-01-27,1422317926,0,0,49,385,0,0,31,440,0,0,20,100
v2.3.1,2015-01-28,1422466174,0,0,48,350,0,0,32,490,0,0,20,100
v2.4.0,2015-02-08,1423395709,0,0,47,325,0,0,33,495,0,0,20,100
v2.5.0,2015-04-03,1428051196,0,0,46,320,0,0,33,495,0,0,21,105
v2.6.0,2016-01-29,1454097313,0,0,45,325,0,0,34,500,0,0,19,95
v2.6.1,2016-03-04,1457109477,0,0,45,325,0,0,34,500,0,0,19,95
v2.7.0,2016-05-07,1462671307,0,0,45,325,0,0,33,480,0,0,20,100
v2.7.1,2016-05-09,1462826317,0,0,44,320,0,0,34,515,0,0,20,100
v2.7.2,2017-01-04,1483581478,0,0,44,320,0,0,34,515,0,0,20,100
v2.7.3,2017-10-23,1508812999,0,0,44,320,0,0,34,515,0,0,20,100
v3.0.0-alpha.3,2017-10-08,1507512840,0,0,44,320,0,0,34,515,0,0,20,100
v3.0.0,2018-02-10,1518326500,0,0,43,265,0,0,35,550,0,0,20,100
v3.0.0-RC.1,2018-02-04,1517766519,0,0,43,265,0,0,35,550,0,0,20,100
v3.0.0-RC.2,2018-02-10,1518310673,0,0,43,265,0,0,35,550,0,0,20,100
v3.0.1,2018-02-14,1518654505,0,0,43,265,0,0,35,550,0,0,20,100
v3.0.3,2018-04-18,1524088457,0,0,43,265,0,0,35,550,0,0,20,100
v3.10.0,2019-08-16,1566010830,0,0,43,265,0,0,35,550,0,0,20,100
v3.10.0-beta,2019-08-03,1564855165,0,0,47,251,0,0,44,745,0,0,7,35
v3.10.0-beta.2,2019-08-07,1565209926,0,0,47,251,0,0,44,745,0,0,7,35
v3.10.1,2019-08-17,1566092212,0,0,47,251,0,0,44,745,0,0,7,35
v3.10.3,2019-08-22,1566518786,0,0,47,251,0,0,44,745,0,0,7,35
v3.11.0,2020-02-09,1581285157,0,0,47,251,0,0,44,745,0,0,7,35
v3.11.1,2020-02-10,1581400396,0,0,47,251,0,0,44,745,0,0,7,35
v3.11.2,2020-05-31,1590976250,0,0,47,251,0,0,44,745,0,0,7,35
v3.11.3,2020-06-05,1591382657,0,0,47,251,0,0,44,745,0,0,7,35
v3.12.0,2020-07-13,1594653454,0,0,47,251,0,0,44,745,0,0,7,35
v4.1.0,2021-01-09,1610246345,0,0,48,256,0,0,45,750,0,0,5,25
v4.1.1,2021-01-30,1612065234,0,0,48,256,0,0,45,750,0,0,5,25
v4.1.2,2021-10-06,1633561081,0,0,48,256,0,0,45,750,0,0,5,25
v4.1.3,2022-06-08,1654716207,0,0,48,256,0,0,45,750,0,0,5,25
v4.2.0,2023-09-07,1694053956,0,0,48,256,0,0,45,750,0,0,5,25
