version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
v0.4.0,2013-02-18,1361206207,0,0,2,5,0,0,11,117,0,0,86,430
v0.4.1,2013-03-13,1363184208,0,0,2,5,0,0,8,57,0,0,89,445
v0.4.2,2013-12-16,1387222558,0,0,2,5,0,0,6,32,0,0,91,455
_pr1108_author_head,2014-03-31,1396233124,0,0,1,5,0,0,8,42,0,0,90,450
_pr1170_author_head,2014-06-20,1403285855,0,0,0,0,0,0,1,2,0,0,99,495
v0.4.3,2014-03-07,1394216677,0,0,0,0,0,0,1,2,0,0,99,495
v0.4.4,2014-03-12,1394656115,0,0,0,0,0,0,1,2,0,0,99,495
v0.4.5,2014-05-12,1399916630,0,0,0,0,0,0,1,2,0,0,99,495
v1.0.0,2016-04-04,1459811577,0,0,0,0,0,0,1,2,0,0,99,495
v1.0.0-rc1,2016-02-11,1455212775,0,0,0,0,0,0,1,2,0,0,99,495
v1.0.1,2016-04-05,1459879814,0,0,0,0,0,0,1,5,0,0,98,490
v1.0.2,2018-02-07,1518039686,0,0,0,0,0,0,1,5,0,0,98,490
v1.0.3,2018-06-03,1528071909,0,0,0,0,0,0,1,5,0,0,98,490
v1.0.4,2019-03-22,1553280468,0,0,0,0,0,0,1,5,0,0,98,490
v1.1.0,2020-03-16,1584412394,0,0,0,0,0,0,2,10,0,0,97,485
v1.2.0,2020-07-03,1593797256,0,0,0,0,0,0,2,10,0,0,97,485
v1.2.1,2020-07-07,1594132068,0,0,0,0,0,0,2,10,0,0,97,485
v1.3.0,2020-08-18,1597780110,0,0,0,0,0,0,3,30,0,0,96,480
v1.4.0,2021-04-22,1619105367,0,0,0,0,0,0,1,20,0,0,98,490
v1.4.1,2021-05-24,1621866300,0,0,0,0,0,0,1,20,0,0,98,490
v1.5.0,2022-04-10,1649647619,0,0,0,0,0,0,2,40,0,0,98,490
v1.5.1,2022-04-11,1649690255,0,0,0,0,0,0,3,45,0,0,94,470
v1.5.2,2022-04-12,1649764687,0,0,0,0,0,0,2,25,0,0,95,475
v1.5.3,2022-05-10,1652184368,0,0,0,0,0,0,2,25,0,0,95,475
v1.6.0,2023-01-28,1674956424,0,0,0,0,0,0,2,25,0,0,95,475
v1.6.1,2023-01-31,1675177851,0,0,0,0,0,0,2,25,0,0,95,475
